,Date,Yield,Growth,Water,Overlap
264,2022-01-12 01:00:00,36.9607407065692,0.09737778736233954,9991,0
265,2022-01-12 02:00:00,37.44571906190317,0.09699567106679524,9991,0
266,2022-01-12 03:00:00,37.921259189424845,0.09510802550433436,9991,0
267,2022-01-12 04:00:00,38.400706056364555,0.09588937338794117,9991,0
268,2022-01-12 05:00:00,38.890066864810365,0.09787216168916217,9991,0
269,2022-01-12 06:00:00,39.37801788058859,0.09759020315564383,9991,0
270,2022-01-12 07:00:00,39.86324651371147,0.09704572662457792,9991,0
271,2022-01-12 08:00:00,40.3481001929513,0.09697073584796626,9991,0
272,2022-01-12 09:00:00,40.844401415669914,0.0992602445437221,9991,0
273,2022-01-12 10:00:00,41.33594184816714,0.09830808649944481,9991,0
274,2022-01-12 11:00:00,41.81916839518283,0.09664530940313693,9991,0
275,2022-01-12 12:00:00,42.31827623815091,0.09982156859361643,9991,0
276,2022-01-12 13:00:00,42.819090359264365,0.1001628242226916,9991,0
277,2022-01-12 14:00:00,43.30282238792447,0.09674640573202245,9991,0
278,2022-01-12 15:00:00,43.8034424957295,0.10012402156100551,9991,0
279,2022-01-12 16:00:00,44.30840858372842,0.10099321759978436,9991,0
280,2022-01-12 17:00:00,44.80519371305877,0.09935702586606945,9991,0
281,2022-01-12 18:00:00,45.30112303717053,0.09918586482235164,9991,0
282,2022-01-12 19:00:00,45.80365511978296,0.10050641652248514,9991,0
283,2022-01-12 20:00:00,46.2923299275277,0.09773496154895042,9991,0
284,2022-01-12 21:00:00,46.80385671489202,0.10230535747286307,9991,0
285,2022-01-12 22:00:00,47.30522335710715,0.10027332844302626,9991,0
286,2022-01-12 23:00:00,47.79217116095109,0.09738956076878745,9991,0
287,2022-01-13 00:00:00,48.30710417159925,0.10298660212963319,9991,0
288,2022-01-13 01:00:00,48.80653192062917,0.09988554980598202,9991,0
289,2022-01-13 02:00:00,49.317268638206386,0.10214734351544316,9991,0
290,2022-01-13 03:00:00,49.81458173641475,0.09946261964167456,9991,0
291,2022-01-13 04:00:00,50.32734805839348,0.10255326439574702,9991,0
292,2022-01-13 05:00:00,50.843989068357274,0.1033282019927564,9991,0
293,2022-01-13 06:00:00,51.365371919884154,0.10427657030537713,9991,0
294,2022-01-13 07:00:00,51.87303739432859,0.10153309488888751,9991,0
295,2022-01-13 08:00:00,52.39082630821909,0.10355778277809906,9991,0
296,2022-01-13 09:00:00,52.9011577083332,0.10206628002282246,9991,0
297,2022-01-13 10:00:00,53.42493338849915,0.10475513603318966,9991,0
298,2022-01-13 11:00:00,53.93753007300411,0.10251933690099317,9991,0
299,2022-01-13 12:00:00,54.45392933966338,0.10327985333185329,9991,0
300,2022-01-13 13:00:00,54.9735179597554,0.10391772401840219,9991,0
301,2022-01-13 14:00:00,55.48556823234928,0.10241005451877677,9991,0
302,2022-01-13 15:00:00,56.01047361504157,0.10498107653845921,9991,0
303,2022-01-13 16:00:00,56.532419598802505,0.10438919675218719,9991,0
304,2022-01-13 17:00:00,57.044245672025475,0.10236521464459254,9991,0
305,2022-01-13 18:00:00,57.57185396480054,0.10552165855501389,9991,0
306,2022-01-13 19:00:00,58.09254294391283,0.10413779582245893,9991,0
307,2022-01-13 20:00:00,58.60460701388024,0.10241281399348233,9991,0
308,2022-01-13 21:00:00,59.141268218946806,0.10733224101331386,9991,0
309,2022-01-13 22:00:00,59.65590494439118,0.10292734508887241,9991,0
310,2022-01-13 23:00:00,60.19723026902007,0.10826506492577768,9991,0
311,2022-01-14 00:00:00,60.73404894097014,0.10736373439001366,9991,0
312,2022-01-14 01:00:00,61.25973286353742,0.10513678451345938,9991,0
313,2022-01-14 02:00:00,61.79076601718985,0.10620663073048471,9991,0
314,2022-01-14 03:00:00,62.33167554197077,0.1081819049561835,9991,0
315,2022-01-14 04:00:00,62.86124120242762,0.10591313209136966,9991,0
316,2022-01-14 05:00:00,63.38187561537794,0.1041268825900656,9991,0
317,2022-01-14 06:00:00,63.917710070048486,0.10716689093410656,9991,0
318,2022-01-14 07:00:00,64.45913343826155,0.10828467364261221,9991,0
319,2022-01-14 08:00:00,65.00977215059426,0.11012774246654408,9991,0
320,2022-01-14 09:00:00,65.53895539769174,0.10583664941949608,9991,0
321,2022-01-14 10:00:00,66.07511761582143,0.1072324436259353,9991,0
322,2022-01-14 11:00:00,66.63134127827716,0.1112447324911484,9991,0
323,2022-01-14 12:00:00,67.17026858165053,0.10778546067467315,9991,0
324,2022-01-14 13:00:00,67.72124413653327,0.11019511097655026,9991,0
325,2022-01-14 14:00:00,68.27626071717833,0.11100331612901185,9991,0
326,2022-01-14 15:00:00,68.82645027515534,0.11003791159540094,9991,0
327,2022-01-14 16:00:00,69.37840086616205,0.11039011820134174,9991,0
328,2022-01-14 17:00:00,69.9321124969521,0.1107423261580122,9991,0
329,2022-01-14 18:00:00,70.45847067333005,0.10527163527558611,9991,0
330,2022-01-14 19:00:00,70.99245480870316,0.10679682707462325,9991,0
331,2022-01-14 20:00:00,71.53553593847386,0.10861622595413999,9991,0
332,2022-01-14 21:00:00,72.07451243123859,0.10779529855294517,9991,0
333,2022-01-14 22:00:00,72.60511434911992,0.10612038357626428,9991,0
334,2022-01-14 23:00:00,73.15172618023911,0.10932236622384182,9991,0
335,2022-01-15 00:00:00,73.69393177708892,0.1084411193699606,9991,0
336,2022-01-15 01:00:00,74.22858065386382,0.10692977535497747,9991,0
337,2022-01-15 02:00:00,74.77911834300684,0.11010753782860566,9991,0
338,2022-01-15 03:00:00,75.33483955157966,0.11114424171456319,9991,0
339,2022-01-15 04:00:00,75.88847924723152,0.1107279391303742,9991,0
340,2022-01-15 05:00:00,76.44570831960428,0.11144581447455007,9991,0
341,2022-01-15 06:00:00,76.99797753490881,0.11045384306090791,9991,0
342,2022-01-15 07:00:00,77.55031314333208,0.11046712168465181,9991,0
343,2022-01-15 08:00:00,78.09986262416932,0.109909896167448,9991,0
344,2022-01-15 09:00:00,78.66046188425963,0.11211985201806288,9991,0
345,2022-01-15 10:00:00,79.22146087795667,0.11219979873940462,9991,0
346,2022-01-15 11:00:00,79.77325634387782,0.11035909318423287,9991,0
347,2022-01-15 12:00:00,80.33226303733035,0.11180133869050622,9991,0
348,2022-01-15 13:00:00,80.8928003464371,0.11210746182135109,9991,0
349,2022-01-15 14:00:00,81.45307931419651,0.11205579355188186,9991,0
350,2022-01-15 15:00:00,82.00935415200934,0.11125496756256202,9991,0
351,2022-01-15 16:00:00,82.59086206961788,0.11630158352171147,9991,0
352,2022-01-15 17:00:00,83.158801398201,0.11358786571662331,9991,0
353,2022-01-15 18:00:00,83.7236437883029,0.11296847802037856,9991,0
354,2022-01-15 19:00:00,84.29400349183885,0.11407194070719096,9991,0
355,2022-01-15 20:00:00,84.86724217177424,0.11464773598707653,9991,0
356,2022-01-15 21:00:00,85.43147712895937,0.11284699143703018,9991,0
357,2022-01-15 22:00:00,85.99153226555183,0.11201102731848872,9991,0
358,2022-01-15 23:00:00,86.56043488876404,0.11378052464244562,9991,0
359,2022-01-16 00:00:00,87.12834229952256,0.1135814821516981,9991,0
360,2022-01-16 01:00:00,87.70437386171514,0.11520631243851757,9991,0
361,2022-01-16 02:00:00,88.26986509132666,0.11309824592230402,9991,0
362,2022-01-16 03:00:00,88.8354951630439,0.11312601434345103,9991,0
363,2022-01-16 04:00:00,89.41369351230475,0.11563966985216641,9991,0
364,2022-01-16 05:00:00,89.98811654627413,0.1148846067938782,9991,0
365,2022-01-16 06:00:00,90.56179918066002,0.11473652687717714,9991,0
366,2022-01-16 07:00:00,91.12084059711515,0.11180828329102738,9991,0
367,2022-01-16 08:00:00,91.69402602128503,0.11463708483397692,9991,0
368,2022-01-16 09:00:00,92.2607477379086,0.11334434332471552,9991,0
369,2022-01-16 10:00:00,92.83830398490886,0.11551124940005005,9991,0
370,2022-01-16 11:00:00,93.41923649874833,0.11618650276789334,9991,0
371,2022-01-16 12:00:00,94.01358297182232,0.11886929461479868,9991,0
372,2022-01-16 13:00:00,94.57672663245376,0.11262873212628978,9991,0
373,2022-01-16 14:00:00,95.14593046668736,0.11384076684671739,9991,0
374,2022-01-16 15:00:00,95.7271591969577,0.11624574605407104,9991,0
375,2022-01-16 16:00:00,96.31024211104977,0.11661658281841018,9991,0
376,2022-01-16 17:00:00,96.88701477505433,0.11535453280091289,9991,0
377,2022-01-16 18:00:00,97.48282489294587,0.11916202357830909,9991,0
378,2022-01-16 19:00:00,98.0632891033448,0.11609284207978869,9991,0
379,2022-01-16 20:00:00,98.75130529866938,0.11574983146742256,9991,0
380,2022-01-16 21:00:00,99.71074636460668,0.11257022475873979,9991,0
381,2022-01-16 22:00:00,101.26180810523783,0.11931244158701203,9991,0
382,2022-01-16 23:00:00,102.81362471853723,0.11937050871533866,9991,0
383,2022-01-17 00:00:00,104.31767337797558,0.11569605072602739,9991,0
384,2022-01-17 01:00:00,105.80571722768839,0.11446491151636896,9991,0
385,2022-01-17 02:00:00,107.34966787603845,0.11876543448846738,9991,0
